bbl,address,ownername,property_manager,yearalter,numfloors,unitstotal,total_gross_floor_area,office_sqft,% Leased,LL33 grade,Latest_ENERGY_STAR_Score,Latest_Target_ENERGY_STAR_Score,Estimated_Target_ENERGY_STAR_Score,Class,LandlordContact,GreenRating,neighborhood
1012910001,"711 5 Ave, New York, NY 10022",Bilgili Holding,Newmark,2021,18,15,310000,262000,100,D,49,,62,A,Howard Hersch (212) 655-0626 (p),,Midtown-Times Square
1012910010,"550 Madison Ave, New York, NY 10022",Olayan America,CBRE,2019,37,7,685125,636077,93.5,A,97,,87,A,,,Midtown-Times Square
1012910021,"551 Madison Ave, New York, NY 10022",Lexin,JLL,2009,17,22,149179,108130,75.5,A,84,,82,A,Greg Wang (212) 632-1810 (p),,Midtown-Times Square
1012910028,"65 E 55th St, New York, NY 10022",Macklowe Management,Newmark,1986,37,25,528552,441776,89.3,B,56,61,,A,Brian Waterman (212) 372-2299 (p),,Upper East Side
1012910038,"430 Park Ave, New York, NY 10022",Komohil,JLL,2002,18,21,233115,223008,99.2,A,42,,69,A,,,Upper East Side
1012910045,"60 E 56th St, New York, NY 10022",6056 Leasehold,Newmark,1989,12,1,62933,58240.69849,100,N (exempt),43,85,,B,Paul Ippolito (212) 372-2360 (p),LEED Gold,Midtown-Times Square
1012920037,"450 Park Ave, New York, NY 10022",SL Green Realty,SL Green Realty,1989,32,62,325116,264713,98.8,D,37,38,,A,,,Midtown-Times Square
1012920048,"32 E 57th St, New York, NY 10022",Joseph P. Day,Joseph P. Day,1985,22,19,77511,72511,100,A,96,,94,A,,,Midtown-Times Square
1012920052,"575 Madison Ave, New York, NY 10022",Steinberg,CBRE,2018,25,31,400943,343354,70.4,B,83,,77,B,,,Midtown-Times Square
1012930026,"597 Madison Ave, New York, NY 10022",Fuller Madison,Newmark,2005,42,12,305037,195874.5,100,B,76,74,,A,,,Midtown-Times Square
1012930035,"460 Park Ave, New York, NY 10022",Hahn Kook Center,JLL,2013,22,2,254185,249862,87.3,C,40,,50,A,,,Upper East Side
1012930059,"600 Madison Ave, New York, NY 10022",Ruben Companies,CBRE,2014,25,1,343305,315918,100,D,50,75,,A,John Santora (212) 841-7500 john.santora@cushwake.com,,Midtown-Times Square
1012930069,"745 5 Ave, New York, NY 10022",Paramount Group,Paramount Group,1989,34,55,459340,437870,69.2,B,73,75,,A,Douglas Neye (212) 237-2976 (p),,Bryant Park
1012940037,"500 Park Ave, New York, NY 10022",SL Green Realty,JLL,2008,11,13,103178,97344,90.6,D,4,34,,A,,,Midtown-Times Square
1012940046,"625 Madison Ave, New York, NY 10022",SL Green Realty,SL Green Realty,1988,16,2,526635,464747,100,N (exempt),68,75,,A,,,Midtown-Times Square
1012950017,"354 Lexington Ave, New York, NY 10017",Hilson Management,TKO Suites,2020,24,37,238293,226050,93,B,80,85,,B,Rebecca Esses (833) 410-3195 (p),LEED Gold,Murray Hill-Kips Bay
1012950020,"363 Lexington Ave, New York, NY 10017",AmTrust Realty,JLL,2012,26,38,118587,108587,77.1,N (exempt),45,90,,A,Barbara Winter (212) 812-5990 (p),,Murray Hill-Kips Bay
1012950023,"355 Lexington Ave, New York, NY 10017",Rudin,Rudin,1988,22,30,225000,209000,100,A,85,,81,A,Robert Steinman (212) 407-2490 (p),,Midtown East
1012950033,"622 3 Ave, New York, NY 10017",Cohen Brothers,Cohen Brothers,2013,41,23,1088000,960471,77.5,C,63,,63,A,Marc Horowitz (212) 590-5224 (p),,Murray Hill-Kips Bay
1012950058,"364 Lexington Ave, New York, NY 10017",Triangle Assets,Triangle Assets,2004,26,131,245292,233287,86.5,C,55,,70,B,,,Murray Hill-Kips Bay
1012960001,"125 Park Ave, New York, NY 10168",SL Green Realty,SL Green Realty,2012,24,40,541089,497582,93.7,C,64,75,,A,John Esslinger - Boston Properties Limited Partnership,,Murray Hill-Kips Bay
1012970023,"395 Lexington Ave, New York, NY 10174",Cooper Union,Cushman & Wakefield,2000,68,1,1035307,880010.95,100,A,89,,78,A,,,Midtown East
1012990022,"437 Lexington Ave, New York, NY 10017",Gordon Property Group,JLL,2010,18,1,97075,91555,100,D,54,53,,B,Seth Hecht (212) 812-6548 (p),,Midtown East
1013000001,"230 Park Ave, New York, NY 10017",RXR Realty,RXR Realty,2018,34,113,1212596,1181886,68.9,B,77,75,,A,Andrew Ackerman (212) 444-3821 (p),LEED Platinum,East Midtown-Turtle Bay
1013000033,"730 3 Ave, New York, NY 10017",TIAA-CREF,CBRE,1992,28,8,665110,646809,98.5,A,86,100,,A,Paul Amrich (212) 984-8122 (p),,Midtown East
1013010001,"245 Park Ave, New York, NY 10167",SL Green Realty,SL Green Realty,2011,45,35,1592125,1573122,93.7,C,58,82,,A,,,East Midtown-Turtle Bay
1013010023,"485 Lexington Ave, New York, NY 10017",SL Green Realty,SL Green Realty,2013,30,30,794557,674979,81.4,B,80,80,,A,David Kaufman (212) 356-4104 (p),,East Midtown-Turtle Bay
1013010033,"750 3 Ave, New York, NY 10017",SL Green Realty,SL Green Realty,2006,34,65,761384,739495,100,N (exempt),84,75,,A,David Kaufman (212) 356-4104 (p),,Midtown East
1013030001,"299 Park Ave, New York, NY 11364",Fisher Brothers Management,Newmark,2014,42,16,1039281,508069.7,98.5,D,54,50,,A,,,East Midtown-Turtle Bay
1013030033,"776 3 Ave, New York, NY 10017",TIAA-CREF,CBRE,1983,50,80,515182,306936,78.5,B,75,80,,C,,,East Midtown-Turtle Bay
1013040033,"800 3 Ave, New York, NY 10022",SL Green Realty,Joseph P. Day,2006,41,56,528180,500190,89.3,D,29,,43,A,Richard Teichman (212) 889-7460 (p),,East Midtown-Turtle Bay
1013050013,"560 Lexington Ave, New York, NY 10022",Rudin,Rudin,2014,22,17,333848,324040,85,B,79,,69,A,Kevin Daly (212) 407-2437 (p),,East Midtown-Turtle Bay
1013050040,"830 3 Ave, New York, NY 10022",Empire State Realty Trust,Empire State Realty Trust,2016,13,21,150638,135157,92.6,A,88,,85,B,,,East Midtown-Turtle Bay
1013050060,"566 Lexington Ave, New York, NY 10022",Feil Organization,Feil Organization,1996,50,50,554277,361581,77.2,N (exempt),28,,45,A,Timothy Parlante (212) 563-6557 (p),,East Midtown-Turtle Bay
1013060001,"345 Park Ave, New York, NY 10154",Rudin,Rudin,1999,44,30,1783232,1504490,98.1,D,46,,63,A,Thomas Keating (212) 407-2481 (p),,East Midtown-Turtle Bay
1013070001,"375 Park Ave, New York, NY 10152",RFR Realty,RFR Realty,2021,38,1,824906,721661.9,100,B,74,,79,A,,,East Midtown-Turtle Bay
1013070014,"600 Lexington Ave, New York, NY 10022",Lex NY Equities,Cushman & Wakefield,2013,35,45,305167,264196,89,A,88,,80,A,Harry Blair (212) 841-5996 (p),,East Midtown-Turtle Bay
1013080033,"880 3 Ave, New York, NY 10022",Jack Resnick & Sons,Jack Resnick & Sons,2009,18,22,142235,119340,78.6,A,88,,82,A,Adam Rappaport (646) 253-3111 (p),,East Midtown-Turtle Bay
1013090023,"641 Lexington Ave, New York, NY 10022",Rudin,Rudin,2013,32,40,431744,402935,92.8,B,80,,69,A,Robert Steinman (212) 407-2490 (p),,East Midtown-Turtle Bay
1013090032,"900 3 Ave, New York, NY 10022",Paramount Group,Cushman & Wakefield,1983,36,35,516710,509700,91.4,A,88,87,,A,Bruce Mosler (212) 841-7900 (p),,Midtown East
1013090066,"110 E 55th St, New York, NY 10022",Parkoff Organization,Douglas Elliman,2017,19,1,73000,69350,100,N (exempt),45,,70,B,Bradford Siderow (212) 891-7034 (p),LEED Platinum,East Midtown-Turtle Bay
1013100041,"160 E 56th St, New York, NY 10022",Shokrollah Rehanian,Handler Real Estate Services,2003,12,42,55558,47423,99.1,A,87,85,,B,Isaac Leader (646) 747-4686 (p),,East Midtown-Turtle Bay
1013120015,"135 E 57th St, New York, NY 10022",Cohen Brothers,Cohen Brothers,1987,32,41,397354,267046,100,N (exempt),79,,67,A,Marc Horowitz (212) 590-5224 (p),,Upper East Side
1013120024,"145 E 57th St, New York, NY 10022",ABS Partners,ABS Partners,2015,13,12,58458,44873,100,F,62,65,,B,Ben Waller (212) 400-9515 (p),,Upper East Side
1013120041,"150 E 58th St, New York, NY 10155",Vornado Realty Trust,Vornado Realty Trust,2013,39,144,529736,461569.5,100,C,64,84,,A,Ryan Levy (212) 894-7472 (p),,East Midtown-Turtle Bay
1013130005,"111 E 58th St, New York, NY 10022",Jack Resnick & Sons,Jack Resnick & Sons,1974,36,29,538141,459957,71.2,B,74,46,,B,Fran Delgorio (646) 253-3100 (p),,East Midtown-Turtle Bay
1013130014,"722 Lexington Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,1974,14,1,130837,121464,100,A,99,,91,A,Edward Riguardi (212) 894-7923 (p),,East Midtown-Turtle Bay
1013150001,"655 3 Ave, New York, NY 10017",Durst Organization,Durst Organization,2025,28,92,384432,366528,79.8,B,77,75,,A,Ashlea Aaron (212) 257-6590 (p),,Murray Hill-Kips Bay
1013160001,"675 3 Ave, New York, NY 10017",Durst Organization,Durst Organization,1994,31,50,289356,289356,100,C,60,,61,A,,,Murray Hill-Kips Bay
1013170001,"685 3 Ave, New York, NY 10017",BGO,CBRE,2023,27,57,645347,533565,89.4,A,85,87,,A,Paul Amrich (212) 984-8122 (p),,Murray Hill-Kips Bay
1013170021,"815 2 Ave, New York, NY 10017",Episcopal Church,Avison Young,2004,11,4,137784,137784,100,F,83,,82,B,Nicola Heryet (212) 858-0593 (p),,Midtown East
1013180001,"711 3 Ave, New York, NY 10017",SL Green Realty,SL Green Realty,2010,19,35,497908,478028,73.2,A,85,75,,B,Gary Rosen (212) 216-1687 (p),,East Midtown-Turtle Bay
1013180033,"228 E 45th St, New York, NY 10017",Steinberg,Resolution Real Estate,2013,16,1,208052,176844.2,100,B,84,,81,B,Brett Weiss (212) 519-2041 (p),,Midtown East
1013190047,"733 3 Ave, New York, NY 10017",Durst Organization,Durst Organization,2018,23,20,390878,390878,92.1,C,66,,74,A,Eric Engelhardt (212) 667-8704 (p),,East Midtown-Turtle Bay
1013200046,"747 3 Ave, New York, NY 10017",Kaufman Organization,Sage,2014,39,42,417356,346259.238,86.9,D,44,40,,A,Michael Lenchner (212) 755-5151 (p),,East Midtown-Turtle Bay
1013210001,"757 3 Ave, New York, NY 10017",MEPT Fund,JLL,1987,26,65,407767,381767,75.6,B,74,,78,A,Clark Finney (212) 812-6505 (p),,East Midtown-Turtle Bay
1013210022,"885 2 Ave, New York, NY 10017",Tower Plaza Associates,Newmark,2006,48,27,812598,704001,93,B,83,80,,A,Erik Harris (212) 372-2105 (p),,East Midtown-Turtle Bay
1013210047,"767 3 Ave, New York, NY 10017","Quantum Pacific Group, Metro Loft Management",Sage,2023,40,1,281892,277498,100,C,56,59,,A,Michael Lenchner (212) 755-5151 (p),,East Midtown-Turtle Bay
1013220001,"777 3 Ave, New York, NY 10017",Kaufman Organization,Sage,2010,39,61,539082,470253.1083,88.4,C,65,59,,A,Michael Lenchner (212) 755-5151 (p),,East Midtown-Turtle Bay
1013230047,"805 3 Ave, New York, NY 10022",Cohen Brothers,Bradford Allen Realty Services,2018,29,64,597523,560753,33.2,B,76,,65,A,Tony Builder (212) 593-7106 (p),,East Midtown-Turtle Bay
1013250001,"845 3 Ave, New York, NY 10022",Rudin,Rudin,2004,21,34,352888,314371,100,B,70,,71,A,Robert Steinman (212) 407-2490 (p),LEED Platinum,East Midtown-Turtle Bay
1013260001,"875 3 Ave, New York, NY 10022",Global Holdings Management,JLL,1982,29,29,634175,623129,92.1,A,93,75,,A,Diana Biasotti (212) 812-5751 (p),,East Midtown-Turtle Bay
1013280001,"909 3 Ave, New York, NY 10022",Vornado Realty Trust,CBRE,2011,32,10,1278510,941056,90.1,A,90,,79,A,Jacob Rosenthal (212) 984-8009 (p),,East Midtown-Turtle Bay
1013290001,"919 3 Ave, New York, NY 10022",SL Green Realty,CBRE,2016,46,55,1428504,1211280,95.5,N (exempt),66,69,,A,Alex D'Amario (212) 984-6697 (p),,East Midtown-Turtle Bay
1013320001,"979 3 Ave, New York, NY 10022",Cohen Brothers,Cohen Brothers,2001,17,200,579779,518279,84.4,B,78,,70,A,Matthew Kurzban (212) 590-5225 (p),,East Midtown-Turtle Bay
1013740014,"650 Madison Ave, New York, NY 10022",Vornado Realty Trust,JLL,1987,27,33,531000,344086.3,99.2,C,68,,69,A,,,Upper East Side-Carnegie Hill
1013740060,"10 E 60th St, New York, NY 10022",Findim Investments S.A.,Cushman & Wakefield,2020,13,46,129837,110957,91.9,D,29,,58,B,William Fressle (212) 841-7566 (p),,Upper East Side-Carnegie Hill
1013750016,"652 Madison Ave, New York, NY 10065",Extell Development,Colliers,2022,21,42,136733,118733,100,C,68,,74,A,,,Upper East Side-Carnegie Hill
1013750021,"653 Madison Ave, New York, NY 10065",Adler Group,Kaufman Organization,2021,24,40,207888,185235,96.7,B,75,,76,B,,,Upper East Side-Carnegie Hill
1013940001,"505 Park Ave, New York, NY 10022",G.S. 505 Park,Cushman & Wakefield,1986,21,44,220510,213746,93.6,A,87,,84,A,,,Upper East Side-Carnegie Hill
1013940013,"750 Lexington Ave, New York, NY 10022",Cohen Brothers,Bradford Allen Realty Services,1986,28,44,383935,328343.95,77.4,B,75,,65,A,Glenn Isaacson (917) 838-1097 (p),,Upper East Side-Carnegie Hill
1013950017,"770 Lexington Ave, New York, NY 10065",Swig Equities,Brown Harris Stevens,2019,20,1,168619,133299.55,100,D,38,,61,A,Kimani Rabess (212) 508-7428 (p),,Upper East Side-Carnegie Hill
1014350044,"306 E 61st St, New York, NY 10065",Acram Group,Cushman & Wakefield,2005,7,19,81123,58340,91.9,A,93,75,,B,Adam Ardise (212) 318-9741 (p),,Upper East Side-Lenox Hill-Roosevelt Island
1017740056,"132 E 126th St, New York, NY 10035",Blumenfeld Development,Newmark,2008,6,1,58948,50105.8,100,F,41,,64,A,Barry Goodman (212) 372-2243 (p),,Harlem
1017750033,"2322 3 Ave, New York, NY 10035",Jack Resnick & Sons,Jack Resnick & Sons,2015,5,2,123885,123885,100,C,57,,65,B,Adam Rappaport (646) 253-3111 (p),,Midtown East
1018840001,"2880 Broadway, New York, NY 10025",Columbia University,Columbia University,2015,7,1,59018,50165.3,100,N (exempt),60,,73,B,,,Midtown
1019670045,"461 W 126th St, New York, NY 10027",Janus Property,Newmark,2021,11,20,153404,130393.4,16.3,N (exempt),43,,58,A,Jonathan Fanuzzi (212) 372-2036 (p),,Manhattanville-West Harlem
1019860065,"3280 Broadway, New York, NY 10027",Columbia University,Columbia Facilities and Operations,1995,7,1,212271,184044,100,N (exempt),55,,67,B,,,Manhattanville-West Harlem
1019980017,"615 W 131st St, New York, NY 10027",Columbia University,Columbia Facilities and Operations,2006,6,1,244800,176400,100,N (exempt),27,,50,A,,,Harlem
1021240043,"3940 Broadway, New York, NY 10032",City of New York,DCAS,1995,6,1,100858,107732.4,100,N (exempt),1,,40,B,,,Times Square
1002310035,"451 Broadway, New York, NY 10013",Crale Realty,Sinvin,2003,5,5,60000,55000,60.2,N (exempt),8,,35,B,Christopher Owles (212) 604-9002 (p),,Financial District
1005010015,"130 Prince St, New York, NY 10012",Englewood Partners,Cushman & Wakefield,1988,5,1,64414,53007.7,100,N (exempt),55,,75,C,Amy Zhen (212) 841-5036 (p),,SoHo-Little Italy-Hudson Square
1005640007,"113 University Pl, New York, NY 10003",Amalgamated Lithographers of America,Okada & Company,1988,11,11,57739,52239,80.5,N (exempt),52,,65,B,Avery Reavill (212) 244-4240 (p),,Greenwich Village
1005770019,"34 W 14th St, New York, NY 10011",New School,Newmark,2003,5,1,151541,128809.85,100,N (exempt),67,75,,C,William Cohen (212) 372-2233 (p),,Greenwich Village
1005970055,"333 Hudson St, New York, NY 10013",Trinity Church Wall Street,Hines,2007,10,11,101280,95080,82.9,C,61,,75,B,Tara Chase (212) 587-0500 (p),,SoHo-Little Italy-Hudson Square
1006970056,"536 W 26th St, New York, NY 10001",Ramrock Real Estate,Lincoln Property,2016,9,3,144079,73249,100,N (exempt),94,71,,A,,,Chelsea
1007310001,"460 W 34th St, New York, NY 10001",SL Green Realty,SL Green Realty,2016,19,50,538520,508659,100,B,84,,90,A,William Isoré (202) 714-4699 (p),,Chelsea-Hudson Yards
1007590031,"315 W 35th St, New York, NY 10001",Salva,Okada & Company,2020,14,11,62632,57732,64.4,N (exempt),85,,90,B,Thomas Capuano (212) 244-4240 (p),,Garment District
1007600012,"347 W 36th St, New York, NY 10018",HSP Real Estate Group,Resolution Real Estate,1988,16,74,98454,90454,88.6,A,94,,95,C,Barry Bernstein (212) 519-2014 (p),,Chelsea-Hudson Yards
1007630049,"314 W 40th St, New York, NY 10018",City of New York,DCAS,2000,5,1,68060,68060,100,N (exempt),66,90,,A,Brett Harvey (212) 372-2099 (p),,Garment District
1007750058,"226 W 26th St, New York, NY 10001",Rocco Tomassetti,Newmark,1983,10,12,103873,76173,92.1,N (exempt),86,100,,C,Kenneth Kronstadt (646) 441-3837 (p),,Chelsea
1007840077,"494 8 Ave, New York, NY 10001",Elijah Equities,Adams & Company,2000,23,42,111274,111000,83.2,N (exempt),95,,95,B,Alan Bonett (917) 326-5533 (p),,Chelsea
1007850018,"237 W 35th St, New York, NY 10001",Somerset Management,Kaufman Organization,2015,17,17,144141,134341,74.3,N (exempt),95,,95,C,Michael Kaufman (212) 471-4320 (p),,Garment District
1007890030,"205 W 39th St, New York, NY 10018",Resolution Real Estate,Resolution Real Estate,1952,16,22,229162,229162,100,N (exempt),77,,85,B,Thomas Capuano (212) 244-4240 (p),,Garment District
1007890075,"264 W 40th St, New York, NY 10018",Renaissance Properties,Newmark,2004,20,61,116100,103823,99.3,N (exempt),88,,95,A,JD Cohen (212) 850-5476 (p),,Garment District
1008000068,"152 W 25th St, New York, NY 10001",Williams Real Estate,Koeppel Rosen,1988,12,21,66115,46515,65.4,N (exempt),85,,90,C,Max Koeppel (212) 249-1855 (p),,Chelsea-Hudson Yards
1008060058,"128 W 31st St, New York, NY 10001",Vanbarton Group,Hines,2019,17,47,384655,312453,80.2,B,70,70,,B,,,Midtown South-Flatiron-Union Square
1008070028,"119 W 31st St, New York, NY 10001",Clarion Partners,Newmark,1982,16,10,221227,208227,66,B,83,,90,C,,,Midtown South-Flatiron-Union Square
1008110062,"152 W 36th St, New York, NY 10018",Frangene,Lee & Associates,2010,8,49,51853,46153,83.4,A,92,,95,C,Todd Korren (212) 776-1283 (p),,Midtown-Times Square
1008120016,"141 W 36th St, New York, NY 10018",Tishman Speyer,JLL,1965,22,34,165000,102713.453,90.1,N (exempt),97,,95,B,Lloyd Desatnick (212) 812-5712 (p),LEED Certified,Garment District
1008120019,"135 W 36th St, New York, NY 10018",Waitex International,Okada & Company,2015,22,23,107209,99117,84.2,A,92,,95,B,,LEED Gold,Midtown-Times Square
1008220058,"30 W 21st St, New York, NY 10010",Skyway Development Group,Nomad Group,2014,15,13,60798,52600,100,B,75,,85,B,David Greene (917) 846-0166 (p),,Midtown South-Flatiron-Union Square
1008220062,"38 W 21st St, New York, NY 10010",Jack Vogel Associates,Rice,1987,12,19,68808,62799,100,N (exempt),99,,95,B,Douglas Rice (212) 253-8703 (p),,Chelsea
1008230073,"56 W 22nd St, New York, NY 10010",Williams Real Estate,Kaufman Organization,2010,12,15,55200,50600,84.2,N (exempt),100,,95,B,Grant Greenspan (212) 471-4340 (p),,Chelsea
1008330057,"22 W 32nd St, New York, NY 10001",Montague-Lee,Okada & Company,2013,16,17,113000,101000,73.5,N (exempt),73,,85,C,Thomas Capuano (212) 244-4240 (p),,Garment District
1008380072,"40 W 37th St, New York, NY 10018",Park Ridge International,Okada & Company,1983,13,62,54725,50725,97.4,A,99,,95,B,Roy Kim (212) 268-5237 (p),,Garment District
1008390060,"22 W 38th St, New York, NY 10018",BEB,Colliers,1987,12,20,65000,56000,66.4,A,91,,95,C,,,Midtown-Times Square
1008400013,"49 W 38th St, New York, NY 10018",Heskel's Asset Management,ABS Partners,1979,16,1,63412,50912,100,C,61,,70,C,Ian Weiss (212) 400-9529 (p),,Midtown-Times Square
1008400042,"424 5 Ave, New York, NY 10018",Amazon,JLL,2019,12,1,51271,47169,100,N (exempt),99,,90,A,,,Bryant Park
1008410001,"1040 Ave Of The Americas, New York, NY 10018",Garden Homes,Newmark,1979,24,1,255000,196932,100,A,86,,90,B,William Cohen (212) 372-2233 (p),,Midtown-Times Square
1008410027,"15 W 39th St, New York, NY 10018",Northern Star,Okada & Company,2013,16,1,79056,74056,100,C,64,,80,C,Christopher Okada (212) 244-4240 (p),,Midtown-Times Square
1008600049,"36 E 31st St, New York, NY 10016",Williams Real Estate,Koeppel Rosen,1986,12,12,150686,139086,89.3,N (exempt),89,,95,C,Max Koeppel (212) 249-1855 (p),,Midtown East
1008610003,"307 5 Ave, New York, NY 10016",Elijah Equities,Adams & Company,2014,17,17,60648,56648,87.4,N (exempt),56,,70,B,Alan Bonett (917) 326-5533 (p),,Bryant Park
1008620016,"152 Madison Ave, New York, NY 10016",Safavieh,ABS Partners,2015,22,47,98000,90976,96.1,A,87,,90,B,Ian Weiss (212) 400-9529 (p),,Midtown South-Flatiron-Union Square
1008630006,"1 E 33rd St, New York, NY 10016",Williams Real Estate,Koeppel Rosen,1986,12,22,127866,112866,100,B,75,,85,C,Max Koeppel (212) 249-1855 (p),,Midtown South-Flatiron-Union Square
1008630029,"33 E 33rd St, New York, NY 10016",Elk Investors,Newmark,2013,12,30,139841,122841,80.1,A,100,,95,C,Erik Harris (212) 372-2105 (p),,Midtown South-Flatiron-Union Square
1008680012,"9 E 38th St, New York, NY 10016",ClearRock Properties,Newmark,2015,12,1,59191,50312.35,100,N (exempt),31,,55,C,John Cinosky (212) 400-2348 (p),,Midtown East
1008690020,"271 Madison Ave, New York, NY 10016",J.C. Dwight Management,Resolution Real Estate,2017,21,59,104431,99431,78.6,N (exempt),95,,95,B,Jeffrey Zund (212) 519-2032 (p),,Flatiron
1008690064,"16 E 40th St, New York, NY 10016",Quartz,Colliers,2009,12,22,89423,83423,100,N (exempt),88,90,,A,Alexander Bermingham (212) 542-2189 (p),,Midtown East
1008810029,"137 E 25th St, New York, NY 10010",Republic Investment,Newmark,1986,10,17,71043,66100,51.4,N (exempt),86,,90,B,Cole Gendels (212) 850-5443 (p),Energy Star; LEED Gold,Flatiron
1008830001,"387 Park Ave South, New York, NY 10016",TF Cornerstone,TF Cornerstone,2017,12,16,183913,158454,100,B,80,99,,B,,,Gramercy
1009950005,"1472 Broadway, New York, NY 10036",Durst Organization,Durst Organization,2016,51,2,1601977,1539113,90,D,44,75,,A,,,Midtown-Times Square
1010030029,"1271 Ave Of The Americas, New York, NY 10020",Rockefeller Group,CBRE,2019,47,48,1962900,1716708,100,N (exempt),70,,85,A,John Maher (212) 984-8008 (p),,Midtown East
1010100021,"119 W 57th St, New York, NY 10019",Zar Property NY,GFP Real Estate,1984,14,80,112147,103707,85.7,N (exempt),63,81,,B,David Zar (212) 944-7979 (p),,Midtown West
1010120023,"215 W 40th St, New York, NY 10018",Heskel's Asset Management,ABS Partners,1985,14,16,67823,60286,100,C,55,,70,C,,,Midtown-Times Square
1010130029,"592 7 Ave, New York, NY 10036",RXR Realty,REQCE,2002,39,181,979677,1102336,52.7,A,99,,95,B,Sam Hamway (917) 270-5120 (p),,Midtown-Times Square
1011130008,"27 W 60th St, New York, NY 10023",Bonafide Estates,CBRE,2017,11,13,134102,43181.8212,71,N (exempt),92,,95,B,Neil King (212) 984-8352 (p),LEED Gold,Upper West Side
1012620001,"1180 Ave Of The Americas, New York, NY 10036",Northwood Investors,Cushman & Wakefield,1994,22,61,327766,317756,50.8,N (exempt),74,70,,A,Bryan Boisi (212) 318-9756 (p),LEED Platinum,Midtown
1012840002,"597 5 Ave, New York, NY 10017",A & A Investment Group,JLL,1989,12,10,72000,39942,59.9,B,79,,90,C,,,Midtown-Times Square
1012980023,"425 Lexington Ave, New York, NY 10017",Vanbarton Group,Hines,1987,31,42,675086,574066,100,B,76,,85,A,,,East Midtown-Turtle Bay
1013910014,"974 Madison Ave, New York, NY 10075",Bloomberg,RFR Realty,1987,6,29,118635,73051,100,N (exempt),40,,60,A,,,Flatiron
1022150824,"4116 9 Ave, New York, NY 10034",City of New York,DCAS,1992,4,1,23080,44200,100,A,99,75,,A,,,Inwood
